Steward,Boat Launch,Weather Conditions,Date,Inspection Time,Boat Type,Group Size,State of Registration,Launch or Retrieve,Prior BLS contact?,Spread Prevention Steps,Aquatic Organisms Found?,Species ID,Accepted Info Materials?,Last Waterbody Visited,Last Waterbody Cleaned,Next Waterbody to Visit,Next Waterbody Cleaned,Planned Travel Route,Would Use a Decontamination Station?,Purpose,Notes
4,Cape Vincent,"Slightly breezy, clear, calm water",7/23/2016,13:10:00,M,2,NY,L,N,WB,N,N/A,Y,Millers Bay,"Millers Bay, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N,Recreation,
4,Cape Vincent,"Slightly breezy, clear, calm water",7/23/2016,13:30:00,M,4,NY,R,Y,"WB,DB",N,N/A,N,Alex Bay,Alexandria Bay,Rochester,"Rochester, NY",I 81 and I 90,Y,Recreation,
4,Cape Vincent,"Slightly overcast, breezy",7/24/2016,9:50:00,M,2,NY,R,Y,"WB,RW",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Both Rt 12E and local roads,N/A,Fishing,
4,Cape Vincent,"Slightly overcast, breezy",7/24/2016,10:15:00,M,1,NY,L,Y,"WB,DB",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Both Rt 12E and local roads,N/A,Fishing,
4,Cape Vincent,"Slightly overcast, breezy",7/24/2016,10:30:00,M,4,NY,L,N,"WB,RW,DB",N,N/A,Y,Chaumont Bay,"Chaumont Bay, NY",Chaumont Bay,"Chaumont Bay, NY",Rt 3,N/A,Recreation,
4,Cape Vincent,"Slightly overcast, breezy",7/24/2016,10:35:00,M,1,NY,R,Y,WB,N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Both Rt 12E and local roads,N/A,Fishing,
4,Cape Vincent,"Slightly overcast, breezy",7/24/2016,11:10:00,PWC,2,NY,L,N,"WB,RW",N,N/A,Y,Alex Bay,Alexandria Bay,Odgensberg area,"Ogdensburg, NY",Rt 12E,N/A,Recreation,
4,Cape Vincent,"Slightly overcast, breezy",7/24/2016,12:45:00,M,3,NY,L,Y,"WB,RW",Y,EG,N,French Creek,"French Creek, NY",Mud Bay,"Mud Bay, NY",Rt 12E,N/A,Recreation,
4,Cape Vincent,"Breezy, clear",7/27/2016,9:25:00,M,5,NY,L,Y,CDD,N,N/A,N,Local,Undecided,Cape Vincent,"Cape Vincent, NY",Local roads,Y,Recreation,
4,Cape Vincent,"Breezy, clear",7/27/2016,9:30:00,M/S,3,NY,L,N,"WB,RW",N,N/A,Y,N/A,N/A,St. Lawrence River,St. Lawrence River,Rt 12E,Y,Recreation,
4,Cape Vincent,"Breezy, clear",7/27/2016,9:35:00,M,1,NY,R,Y,CDD,N,N/A,N,Local,Undecided,Cape Vincent,"Cape Vincent, NY",Local roads,Y,Fishing,
4,Cape Vincent,"Slightly overcast, rough water",7/29/2016,N/A,M,1,NY,L,Y,"DB,WB",N,N/A,N,French Creek,"French Creek, NY",Mud Bay,"Mud Bay, NY",Rt 3,N/A,Fishing,
4,Cape Vincent,"Slightly overcast, rough water",7/29/2016,N/A,M,2,NY,R,N,None,N,N/A,Y,St. Lawrence River,St. Lawrence River,Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Fishing,
4,Cape Vincent,"Slightly overcast, rough water",7/29/2016,N/A,M,2,NY,L,Y,CDD,N,N/A,Y,Lake Champlain,Lake Champlain,St. Lawrence River,St. Lawrence River,Local roads,N/A,Recreation,
4,Cape Vincent,"Slightly overcast, rough water",7/29/2016,N/A,PWC,3,NY,L,N,None,N,N/A,Y,Oswego River,"Oswego River, NY",Cayuga Lake,"Cayuga Lake, NY","I 81, I 90",N/A,Recreation,
4,Cape Vincent,"Slightly overcast, rough water",7/29/2016,N/A,M,2,NY,L,Y,CDD,N,N/A,N,Cape Vincent,"Cape Vincent, NY",Finger Lakes,"Finger Lakes, NY",I 81,N/A,Fishing,
4,Cape Vincent,"Slightly overcast, rough water",7/29/2016,N/A,M,4,NY,R,Y,"WB,RW,DB",N,N/A,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,Both local roads and by water,N/A,Recreation,
4,Cape Vincent,"Breezy, cool, sunny, clear-ish",7/30/2016,N/A,M,1,NY,R,Y,CDD,N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Fishing,
4,Cape Vincent,"Breezy, cool, sunny, clear-ish",7/30/2016,N/A,M,2,NY,L,N,"WB,RW",N,N/A,Y,Cape Vincent,"Cape Vincent, NY",Mud Bay,"Mud Bay, NY",Local roads,N/A,Recreation,
4,Cape Vincent,"Breezy, cool, sunny, clear-ish",7/30/2016,N/A,M,2,NY,L,N,None,N,N/A,N,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,Rt 12E,N/A,Recreation,
4,Cape Vincent,"Breezy, cool, sunny, clear-ish",7/30/2016,N/A,M,7,NY,L,Y,CDD,N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Recreation,
4,Cape Vincent,"Breezy, cool, sunny, clear-ish",7/30/2016,N/A,S,2,NY,R,Y,"DRY,None",N,N/A,N,Clayton,"Clayton, NY",Mud Bay,"Mud Bay, NY",Rt 12E,N/A,Recreation,
4,Cape Vincent,"Breezy, cool, sunny, clear-ish",7/30/2016,N/A,M,3,NY,L,Y,"WB,DB",Y,EG,N,Salmon River,"Salmon River, NY",Black River,"Black River, NY",Rt 26,N/A,Fishing,
4,Cape Vincent,"Breezy, cool, sunny, clear-ish",7/30/2016,N/A,M,3,NY,L,N,"WB,DB",N,N/A,Y,Sackets Harbor,"Sackets Harbor, NY",French Creek,"French Creek, NY",Rt 12E,N/A,Both Fishing and Recreation,
4,Cape Vincent,"Breezy, cool, sunny, clear-ish",7/30/2016,N/A,M,4,NY,L,N,"RW,WB",N,N/A,Y,Rochester,"Rochester, NY",Lake George,"Lake George, NY",I 90,N/A,Recreation,
4,Cape Vincent,"Breezy, cool, sunny, clear-ish",7/30/2016,N/A,M,2,NY,L,N,WB,N,N/A,N/A,Oswego,"Oswego, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Recreation,
4,Cape Vincent,"Breezy, cool, sunny, clear-ish",7/30/2016,N/A,M,4,NY,L,Y,"WB,DB,RW",N,N/A,N/A,Cape Vincent,"Cape Vincent, NY",Carleton Island,"Carleton Island, NY",Local roads,N/A,Recreation,
4,Cape Vincent,"Overcast, breezy, cool",7/31/2016,N/A,M,3,NY,R,Y,"RW,WB",N,N/A,N,Oswego|Henderson,"Oswego, NY|Henderson, NY",Not Sure,Undecided,Not sure,N/A,Fishing,
4,Cape Vincent,"Overcast, breezy, cool",7/31/2016,N/A,M,2,NY,R,Y,CDD,N,N/A,N,Henderson,"Henderson Harbor, NY",Henderson,"Henderson Harbor, NY",Rt 3,N/A,Fishing,
4,Cape Vincent,"Overcast, breezy, cool",7/31/2016,N/A,M,4,NY,L,N,None,N,N/A,Y,Blind Bay,"Blind Bay, NY",Eel Bay,"Eel Bay, NY",By Water,N/A,Recreation,
4,Cape Vincent,"Overcast, breezy, cool",7/31/2016,N/A,M,1,NY,R,Y,"WB,CDD",N,N/A,Y,Henderson,"Henderson Harbor, NY",Alex Bay,Alexandria Bay,Rt 12,N/A,Fishing,
4,Cape Vincent,"Overcast, breezy, cool",7/31/2016,N/A,M,1,NY,R,Y,"WB,CDD",N,N/A,N,Henderson,"Henderson Harbor, NY",Alex Bay,Alexandria Bay,Rt 12,N/A,Fishing,
4,Cape Vincent,"Slightly overcast, calm water",8/3/2016,N/A,M,3,NY,L,Y,"RW,DB",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Recreation,
4,Cape Vincent,"Calm water, fairly clear",8/7/2016,N/A,M,4,NY,L,Y,"RW,DB",N,N/A,N,Black River,"Black River, NY",Cape Vincent,"Cape Vincent, NY",Rt 12,N/A,Recreation,
4,Cape Vincent,"Calm water, fairly clear",8/7/2016,N/A,M,2,NY,L,Y,"WB,DB",N,N/A,N,Alex Bay,Alexandria Bay,Lake Ontario,Lake Ontario,Rt 12E,N/A,Recreation,
4,Cape Vincent,"Calm water, fairly clear",8/7/2016,N/A,M,2,NY,R,Y,RW,Y,EG,N,El Dorado Park,"Henderson, NY",St. Lawrence River,St. Lawrence River,Rt 3,N/A,Recreation,
4,Cape Vincent,"Calm water, fairly clear",8/7/2016,N/A,PWC,1,NY,L,Y,DB,N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Recreation,
4,Cape Vincent,"Overcast, windy",8/10/2016,N/A,M,2,NY,L,Y,RW,N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Recreation,
4,Cape Vincent,"Overcast, windy",8/10/2016,N/A,PWC,3,NY,L,Y,"WB,RW",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Mud Bay,"Mud Bay, NY",Local roads,N/A,Recreation,
4,Cape Vincent,"Overcast, windy",8/10/2016,N/A,M,4,NY,L,Y,"DB,RW",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Recreation,
4,Cape Vincent,"Overcast, windy",8/10/2016,N/A,M,2,NY,R,Y,"RW,WB",N,N/A,N,Alex Bay,Alexandria Bay,Sackets Harbor,"Sackets Harbor, NY",Rt 3,N/A,Fishing,
4,Cape Vincent,"Windy, clear/hazey, sunny",8/12/2016,N/A,M,3,NY,L,Y,"RW,DB",N,N/A,Y,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,Y,Recreation,
4,Cape Vincent,"Windy, clear/hazey, sunny",8/12/2016,N/A,M,2,NY,R,Y,DRY,N,N/A,N,St. Lawrence River,St. Lawrence River,Chaumont Bay,"Chaumont Bay, NY",Rt 3,Y,Fishing,
4,Cape Vincent,"Windy, clear/hazey, sunny",8/12/2016,N/A,M,2,NY,L,N,"RW,DRY",N,N/A,N,Three Mile Bay,"Three Mile Bay, NY",Cape Vincent,"Cape Vincent, NY",Local roads,Y,Fishing,
4,Cape Vincent,"Windy, clear/hazey, sunny",8/12/2016,N/A,M,3,NY,R,N,"RW,DB",N,N/A,Y,Alex Bay,Alexandria Bay,Chaumont Bay,"Chaumont Bay, NY",Rt 3,Y,Recreation,
4,Cape Vincent,"Foggy, rainy, cool, calm water",8/13/2016,N/A,M,2,NY,R,Y,"DB,RW",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,Y,Recreation,
4,Cape Vincent,"Foggy, rainy, cool, calm water",8/13/2016,N/A,M,3,NY,R,N,"DB,RW",N,N/A,Y,Cape Vincent,"Cape Vincent, NY",Mud Bay,"Mud Bay, NY",Rt 3,Y,Recreation,
4,Cape Vincent,"Foggy, rainy, cool, calm water",8/13/2016,N/A,M,1,NY,L,Y,"WB,CDD",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent|Millers Bay,"Cape Vincent, NY|Millers Bay, NY",Rt 12E,N,Fishing,
4,Cape Vincent,"Foggy, rainy, cool, calm water",8/13/2016,N/A,M,2,NY,L,Y,"DB,RW",N,N/A,N,Lake Ontario,Lake Ontario,Alex Bay,Alexandria Bay,Rt 12E,Y,Recreation,
4,Cape Vincent,"Foggy, rainy, cool, calm water",8/13/2016,N/A,M,3,NY,L,Y,"DB,RW",N,N/A,N,Chaumont Bay,"Chaumont Bay, NY",Alex Bay,Alexandria Bay,By Water,N,Recreation,
4,Cape Vincent,"Foggy, rainy, cool, calm water",8/13/2016,N/A,M,2,NY,L,N,"DB,RW",N,N/A,Y,Finger Lakes,"Finger Lakes, NY",Chaumont Bay,"Chaumont Bay, NY",Rt 3,Y,Recreation,
4,Cape Vincent,"Foggy, rainy, cool, calm water",8/13/2016,N/A,M,5,NY,L,Y,"RW,DB",N,N/A,N,Oswego,"Oswego, NY",Ogdensburg,"Ogdensburg, NY",I 81,Y,Recreation,
4,Cape Vincent,"Foggy, rainy, cool, calm water",8/13/2016,N/A,M,4,NY,L,N,"DB,RW",N,N/A,Y,Salmon River,"Salmon River, NY",Henderson,"Henderson Harbor, NY",Rt 3,N,Recreation,
4,Cape Vincent,"Foggy, rainy, cool, calm water",8/13/2016,N/A,PWC,2,NY,L,Y,"DB,RW",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Rt 12E,Y,Recreation,
4,Cape Vincent,"Clear, sunny, calm water",8/16/2016,N/A,M,2,NY,L,Y,CDD,N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Recreation,
4,Cape Vincent,"Clear, sunny, calm water",8/16/2016,N/A,M,3,NY,L,Y,CDD,N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Recreation,
4,Cape Vincent,"Clear, sunny, calm water",8/16/2016,N/A,M,3,NY,L,Y,"DB,RW",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Recreation,
4,Cape Vincent,"Clear, cool, calm",8/17/2016,N/A,M,4,NY,L,Y,"RW,DB",N,N/A,Y,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,Y,Recreation,
4,Cape Vincent,"Clear, cool, calm",8/17/2016,N/A,M,2,NY,L,Y,"RW,DB",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Rt 12E,Y,Fishing,
4,Cape Vincent,"Clear, cool, calm",8/17/2016,N/A,K,2,MI,L,N,"DB,RW",N,N/A,Y,Lake Michigan,Lake Michigan,Lake Ontario,Lake Ontario,"Local roads, Rt 3",Y,Recreation,Two kayaks
4,Cape Vincent,"Clear, cool, calm",8/17/2016,N/A,M,3,NY,L,Y,"DB,RW",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,Y,Fishing,
4,Cape Vincent,"Clear, cool, calm",8/17/2016,N/A,PWC,4,NY,L,Y,"RW,DB",N,N/A,N,Mud Bay,"Mud Bay, NY",Chaumont Bay,"Chaumont Bay, NY",Rt 3,N,Recreation,2 PWC
4,Cape Vincent,"Clear, cool, calm",8/17/2016,N/A,M,3,NY,L,Y,"RW,DB",N,N/A,N,Mud Bay,"Mud Bay, NY",Sackets Harbor,"Sackets Harbor, NY",Rt 3,N,Fishing,
4,Cape Vincent,"Cloudy, sunny, calm water",8/18/2016,N/A,M,2,NY,L,Y,"DB,RW",N,N/A,Y,Cape Vincent,"Cape Vincent, NY",Mud Bay,"Mud Bay, NY",Local roads,Y,Fishing,
4,Cape Vincent,"Cloudy, sunny, calm water",8/18/2016,N/A,M,3,NY,R,Y,"RW,DB",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Sackets Harbor|Salmon River,"Sackets Harbor, NY|Salmon River, NY",Rt 3,Y,Recreation,
4,Cape Vincent,"Cloudy, sunny, calm water",8/18/2016,N/A,M,3,VA,R,N,"RW,DB",N,N/A,Y,Alex Bay,Alexandria Bay,Delaware River,"Delaware River, PA",I 81,Y,Fishing,
4,Cape Vincent,"Cloudy, sunny, calm water",8/18/2016,N/A,M,3,NY,R,Y,"DB,RW",N,N/A,Y,Three Mile Bay,"Three Mile Bay, NY",Henderson,"Henderson Harbor, NY",Rt 3,N,Both Fishing and Recreation,
4,Cape Vincent,"Cloudy, sunny, calm water",8/18/2016,N/A,M,2,NY,R,Y,"DB,RW",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Alex Bay,Alexandria Bay,Rt 12,Y,Fishing,
4,Cape Vincent,"Calm, overcast, cool",8/19/2016,N/A,M,2,NY,L,Y,"DB,RW",N,N/A,Y,Oswego River,"Oswego River, NY",Province Montreal|Kingston,"Montreal, Quebec, Canada|Kingston, Ontario, Canada","Rt 3, I 81",Y,Fishing,
4,Cape Vincent,"Calm, overcast, cool",8/19/2016,N/A,M,2,NY,L,Y,"DB,RW",N,N/A,Y,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N,Fishing,
4,Cape Vincent,"Calm, overcast, cool",8/19/2016,N/A,M,3,NY,L,Y,"WB,DB,RW",Y,EG,Y,Henderson,"Henderson Harbor, NY",Alex Bay,Alexandria Bay,By Water,Y,Fishing,
4,Cape Vincent,"Calm, overcast, cool",8/19/2016,N/A,M,2,NY,R,Y,RW,Y,EG,N,Chaumont Bay,"Chaumont Bay, NY",Not Sure,Undecided,Not sure,Y,Fishing,
4,Cape Vincent,"Calm, overcast, cool",8/19/2016,N/A,M,2,NY,L,Y,"RW,DB",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent|Millen Bay,"Cape Vincent, NY|Millen Bay, NY",Rt 12E,N,Fishing,
4,Cape Vincent,"Sunny, breezy",8/20/2016,N/A,M,2,NY,R,Y,RW,N,N/A,N,Cape Vincent,"Cape Vincent, NY",Alex Bay,Alexandria Bay,By Water,Y,Fishing,
4,Cape Vincent,"Sunny, breezy",8/20/2016,N/A,M,4,NY,L,N,"RW,DB",N,N/A,N,Alex Bay,Alexandria Bay,St. Lawrence River,St. Lawrence River,Rt 12E,Y,Recreation,
4,Cape Vincent,"Sunny, breezy",8/20/2016,N/A,M,3,NY,L,Y,DB,N,N/A,N,Henderson,"Henderson Harbor, NY",Oswego area,"Oswego, NY",Rt 13,Y,Recreation,
4,Cape Vincent,"Sunny, breezy",8/20/2016,N/A,M,2,NY,R,Y,CDD,Y,NP,Y,Cape Vincent,"Cape Vincent, NY",Mud Bay,"Mud Bay, NY",By Water,Y,Fishing,
4,Cape Vincent,"Sunny, breezy",8/20/2016,N/A,M,6,NY,L,Y,"DB,RW",N,N/A,Y,Sackets Harbor,"Sackets Harbor, NY",Alex Bay,Alexandria Bay,Rt 12E,Y,Recreation,
4,Cape Vincent,"Sunny, breezy",8/20/2016,N/A,M,4,NY,R,Y,"WB,DB",N,N/A,Y,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local Roads,Maybe,Recreation,
4,Cape Vincent,"Cool, rainy, windy",8/21/2016,N/A,PWC,2,NY,R,Y,"RW,DB",N,N/A,N,Carleton Island,Carleton Island,Cape Vincent,"Cape Vincent, NY",Local roads,Y,Recreation,Large rainstorm
4,Cape Vincent,"Clear, humid, calm water",9/4/2016,N/A,PWC,2,NY,R,Y,"WB,DB",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Recreation,
4,Cape Vincent,"Clear, humid, calm water",9/4/2016,N/A,M,4,NY,L,Y,"RW,DB",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Millens Bay,"Millens Bay, NY",Rte 12E,N/A,Recreation,
4,Cape Vincent,"Clear, humid, calm water",9/4/2016,N/A,M,2,NY,L,Y,"DB,WB",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Button Bay,"Button Bay, NY",Local roads,N/A,Fishing,
4,Cape Vincent,"Clear, humid, calm water",9/4/2016,N/A,M,3,NY,L,Y,None,Y,EG,N,Alex Bay,Alexandria Bay,Carleton Island,"Carleton Island, NY",By Water,N/A,Recreation,
4,Cape Vincent,"Clear, humid, calm water",9/4/2016,N/A,M,3,NY,R,Y,DRY,N,N/A,N,Mud Bay,"Mud Bay, NY",Chaumont Bay,"Chaumont Bay, NY",Rt 3,N/A,Fishing,
4,Cape Vincent,"Clear, humid, calm water",9/4/2016,N/A,M,2,NY,R,Y,"WB,RW",N,N/A,Y,Alex Bay,Alexandria Bay,Chaumont Bay,"Chaumont Bay, NY","Rt 3, Rt 180",N/A,Recreation,
4,Cape Vincent,"Clear, humid, calm water",9/4/2016,N/A,M,3,NY,L,Y,CDD,N,N/A,Y,Three Mile Bay,"Three Mile Bay, NY",Button Bay,"Button Bay, NY",Local roads,N/A,Recreation,
4,Cape Vincent,"Clear, humid, calm water",9/4/2016,N/A,M,1,NY,R,Y,"DRY,None",Y,EG,N,N/A,N/A,N/A,N/A,N/A,N/A,Fishing,
4,Cape Vincent,"Sunny, clear, calm water",9/17/2016,9:15:00,M,2,PA,L,N,"WB,DRY",N,N/A,Y,Henderson,"Henderson Harbor, NY",St. Lawrence River,St. Lawrence River,Rt 12E,N/A,N/A,Fishing tournament this weekend and a lot of the fishermen do CDD regularly
4,Cape Vincent,"Sunny, clear, calm water",9/17/2016,9:30:00,M,2,MD,L,N,"WB,RW",N,N/A,Y,Henderson,"Henderson Harbor, NY",Ogdensburg,"Ogdensburg, NY",Rt 37,N/A,N/A,
4,Cape Vincent,"Sunny, clear, calm water",9/17/2016,9:35:00,M,2,MI,L,N,"DRY,WB",N,N/A,Y,Henderson,"Henderson Harbor, NY",Salmon River,"Salmon River, NY",I 81,N/A,N/A,
4,Cape Vincent,"Sunny, clear, calm water",9/17/2016,10:00:00,PWC,2,NY,R,Y,"WB,RW",N,N/A,N,Cape Vincent,"Cape Vincent, NY",Point Penninsula,"Point Penninsula, NY",Rt 3,N/A,N/A,
4,Cape Vincent,"Sunny, clear, calm water",9/17/2016,10:30:00,PWC,2,NY,R,Y,"WB,RW",Y,EG,N,Cape Vincent,"Cape Vincent, NY",Point Penninsula,"Point Penninsula, NY",Rt 3,N/A,N/A,
4,Cape Vincent,"Sunny, clear, calm water",9/17/2016,10:45:00,M,3,PA,R,N,"WB,DB,DRY",Y,EG,Y,Port Ontario,"Port Ontario, NY",Delaware River,"Delaware River, PA",I 81,N/A,N/A,
4,Cape Vincent,"Sunny, clear, calm water",9/17/2016,11:05:00,M,2,NY,L,N,"WB,DB,RW",N,N/A,N,Henderson,"Henderson Harbor, NY",Thousand Islands State Park,"Thousand Islands State Park, NY",Rt 12E,N/A,N/A,
4,Cape Vincent,"Sunny, clear, calm water",9/17/2016,11:20:00,M,2,NY,L,Y,CDD,Y,EG,Y,Allegheny River,Allegheny River,Niagara River,"Niagara River, NY",I 90 and I 81,N/A,N/A,
4,Cape Vincent,"Sunny, clear, calm water",9/17/2016,11:30:00,M,4,NY,L,Y,CDD,Y,Other,Y,Alex Bay,Alexandria Bay,Chaumont Bay,"Chaumont Bay, NY",Rt 3,N/A,N/A,
4,Cape Vincent,"Sunny, clear, calm water",9/17/2016,12:45:00,M,2,NY,L,Y,CDD,N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,N/A,
4,Cape Vincent,N/A,N/A,N/A,M,3,NY,L,N,None,N,N/A,Y,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Recreation,
4,Cape Vincent,N/A,N/A,N/A,M,2,NY,L,Y,None,N,N/A,N,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Recreation,
4,Cape Vincent,N/A,N/A,N/A,S,2,NY,R,N,DRY,N,N/A,Y,Cape Vincent,"Cape Vincent, NY",Cape Vincent,"Cape Vincent, NY",Local roads,N/A,Recreation,
4,Cape Vincent,N/A,N/A,N/A,M,3,NY,L,Y,"RW,DB",N,N/A,N,Clayton,"Clayton, NY",Thousand Islands State Park,"Thousand Islands State Park, NY",Rt 12,N/A,Recreation,
4,Cape Vincent,N/A,N/A,N/A,M,5,NY,L,Y,CDD,N,N/A,N,Alex Bay,Alexandria Bay,Millens Bay|Clayton,"Millens Bay, NY|Clayton, NY",Rt 12,N/A,Recreation,
4,Cape Vincent,N/A,N/A,N/A,M,3,NY,L,Y,"WB,RW",N,N/A,N,Three Mile Bay,"Three Mile Bay, NY",Clayton,"Clayton, NY",By Water,N/A,Recreation,
2,Henderson,Sunny,6/14/2016,11:21:00,M,2,NY,L,N,None,N,N/A,Y,None,None,Lake Ontario,Lake Ontario,N/A,N/A,N/A, Boat stays in water all summer
4,Henderson,Clear and sunny,6/14/2016,11:21:00,M,2,NY,L,N,DB,N,N/A,Y,None,None,Henderson,"Henderson Harbor, NY",N/A,N/A,N/A, Stays in harbor and keeps boat at marina
1,Henderson,Rainy and Cloudy,6/14/2016,12:10:00,M,1,NY,R,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,Fishing,
1,Henderson,Rainy and Cloudy,6/14/2016,12:47:00,M,2,NY,R,Y,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,Fishing,
1,Henderson,Rainy and Cloudy,6/14/2016,13:16:00,M,2,NY,L,Y,None,N,N/A,Y,Oneida Lake,"Oneida Lake, NY",Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Henderson,Rainy and Cloudy,6/14/2016,13:52:00,M,3,NY,L,N,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Henderson,Rainy and Cloudy,6/14/2016,14:23:00,M,6,FL,R,Y,RW,N,N/A,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,Rt 12,Y,Fishing,
1,Henderson,Rainy and Cloudy,6/14/2016,14:59:00,M,1,NY,L,Y,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
1,Henderson,Rainy and Cloudy,6/14/2016,15:20:00,M,1,NY,L,N,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Not sure,Undecided,Not sure,N,N/A,
1,Henderson,Rainy and Cloudy,6/14/2016,15:45:00,M,2,NY,L,Y,"DB,RW",N,N/A,Y,Seneca Lake,"Seneca Lake, NY",Lake Ontario,Lake Ontario,Rt 3,Y,Fishing,
1,Henderson,Rainy and Cloudy,6/14/2016,16:06:00,M,4,NY,R,Y,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,N/A,
1,Henderson,Rainy and Cloudy,6/14/2016,16:21:00,M,1,NY,R,N,"DB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
2,Henderson,Sunny,6/15/2016,13:15:00,M,2,NY,R,Y,WB,Y,UNK,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N/A,N/A, Only stays in Lake Ontario
2,Henderson,Sunny,6/15/2016,15:46:00,M,1,NY,L,N,WB,N,N/A,Y,None,None,Cazenovia Lake|Kingston|Sodus Bay,"Cazenovia Lake, NY|Kingston, Ontario, Canada|Sodus Bay, NY",Main roads,N/A,N/A,
1,Henderson,Sunny,6/15/2016,9:08:00,K,2,NY,R,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
4,Henderson,Clear and calm water,6/15/2016,9:30:00,M,2,NY,L,N,CDD,N,N/A,Y,Sackets Harbor,"Sackets Harbor, NY",N/A,N/A,By water,N/A,N/A,
2,Henderson,Sunny,6/15/2016,13:19:00,M,1,NY,L,Y,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N/A,N/A,
1,Henderson,Sunny,6/15/2016,9:22:00,M,2,NY,L,Y,"WB,RW,DB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,Fishing,
